id,archivo,offset,tipo,longitud_original,texto_original,traduccion_ia,traduccion
100047,OVL/ZMAIL.BIN,0x000FB3,correo,5,<\²E$,,
100048,OVL/ZMAIL.BIN,0x000FC5,correo,5,±F$±P,,
100049,OVL/ZMAIL.BIN,0x000FD3,correo,5,<d²E$,,
100050,OVL/ZMAIL.BIN,0x000FE5,correo,5,±F$±P,,
100051,OVL/ZMAIL.BIN,0x000FFF,correo,5,<¨±B$,,
100052,OVL/ZMAIL.BIN,0x001009,correo,4,"³""¬u",,
100053,OVL/ZMAIL.BIN,0x001037,correo,5,< ³E$,,
100054,OVL/ZMAIL.BIN,0x00103F,correo,5,<|³D$,,
100055,OVL/ZMAIL.BIN,0x00104D,correo,4,³F$<,,
100056,OVL/ZMAIL.BIN,0x0010CD,correo,4,ÿ½'D,,
100057,OVL/ZMAIL.BIN,0x0010EE,correo,7,±¯ÿÿC0(,,
100058,OVL/ZMAIL.BIN,0x001166,correo,4,b¢íP,,
100059,OVL/ZMAIL.BIN,0x00123E,correo,4,`®Øf,,
100060,OVL/ZMAIL.BIN,0x0012DF,correo,6,<hhB$!,,
100061,OVL/ZMAIL.BIN,0x0013C3,correo,5,<¨°B$,,
100062,OVL/ZMAIL.BIN,0x0013CD,correo,4,"³""¬T",,
100063,OVL/ZMAIL.BIN,0x0013E7,correo,5,<Ô°B$,,
100064,OVL/ZMAIL.BIN,0x0013F7,correo,5,<È³E$,,
100065,OVL/ZMAIL.BIN,0x0013FF,correo,5,<ð²D$,,
100066,OVL/ZMAIL.BIN,0x00140D,correo,4,³F$<,,
100067,OVL/ZMAIL.BIN,0x00143A,correo,4,b¢)g,,
100068,OVL/ZMAIL.BIN,0x0014F2,correo,4,b¢)g,,
100069,OVL/ZMAIL.BIN,0x001552,correo,4,D$6A,,
100070,OVL/ZMAIL.BIN,0x00157A,correo,4,D$)g,,
100071,OVL/ZMAIL.BIN,0x00170F,correo,6,<Ô³B$ ,,
100072,OVL/ZMAIL.BIN,0x001730,correo,5,ýÿB0`,,
100073,OVL/ZMAIL.BIN,0x00175A,correo,4,¤'×d,,
100074,OVL/ZMAIL.BIN,0x00176D,correo,4,hB$!,,
100075,OVL/ZMAIL.BIN,0x00177C,correo,5,ÿÿR0!,,
100076,OVL/ZMAIL.BIN,0x0017A6,correo,4,¤'Qe,,
100077,OVL/ZMAIL.BIN,0x0017C4,correo,6,",±F$±P",,
100078,OVL/ZMAIL.BIN,0x0017D2,correo,6,B&ÿÿR0,,
100079,OVL/ZMAIL.BIN,0x001807,correo,5,"<H³""¬",,
100080,OVL/ZMAIL.BIN,0x00180F,correo,5,<à³E$,,
100081,OVL/ZMAIL.BIN,0x001817,correo,5,<p²D$,,
100082,OVL/ZMAIL.BIN,0x001824,correo,5,H³F$è,,
100083,OVL/ZMAIL.BIN,0x00182E,correo,4,b®±g,,
100084,OVL/ZMAIL.BIN,0x001856,correo,4,b¢±g,,
100085,OVL/ZMAIL.BIN,0x0018C6,correo,4,b¢uU,,
100086,OVL/ZMAIL.BIN,0x0019C1,correo,4,hB$!,,
100087,OVL/ZMAIL.BIN,0x001A04,correo,4,"T³""¬",,
100088,OVL/ZMAIL.BIN,0x001A0B,correo,5,<è³E$,,
100089,OVL/ZMAIL.BIN,0x001A20,correo,5,T³F$i,,
100090,OVL/ZMAIL.BIN,0x001A9F,correo,5,<È³E$,,
100091,OVL/ZMAIL.BIN,0x001AA7,correo,5,<`³D$,,
100092,OVL/ZMAIL.BIN,0x001AB4,correo,5,p³F$<,,
100093,OVL/ZMAIL.BIN,0x001ACA,correo,4,b¢Ög,,
100094,OVL/ZMAIL.BIN,0x001B1B,correo,6,<ð³B$ ,,
100095,OVL/ZMAIL.BIN,0x001B47,correo,5,<`±E$,,
100096,OVL/ZMAIL.BIN,0x001B58,correo,6,$²F$±P,,
100097,OVL/ZMAIL.BIN,0x001B7A,correo,6,Q `±E$,,
100098,OVL/ZMAIL.BIN,0x001B8C,correo,6,È±F$±P,,
100099,OVL/ZMAIL.BIN,0x001BAB,correo,5,<t±E$,,
100100,OVL/ZMAIL.BIN,0x001BBC,correo,6,@²F$±P,,
100101,OVL/ZMAIL.BIN,0x001BDE,correo,6,Q t±E$,,
100102,OVL/ZMAIL.BIN,0x001BF0,correo,6,è±F$±P,,
100103,OVL/ZMAIL.BIN,0x001C11,correo,5,²F$±P,,
100104,OVL/ZMAIL.BIN,0x001CEE,correo,4,Q0! ,,
100105,OVL/ZMAIL.BIN,0x001DF3,correo,5,<ü³B$,,
100106,OVL/ZMAIL.BIN,0x001E2B,correo,5,<´±F$,,
100107,OVL/ZMAIL.BIN,0x001E40,correo,5,¼±G$H,,
100108,OVL/ZMAIL.BIN,0x001ECA,correo,4,b¢¦:,,
100109,OVL/ZMAIL.BIN,0x002030,correo,10,Check mail,,
100110,OVL/ZMAIL.BIN,0x00203C,correo,9,Send mail,,
100111,OVL/ZMAIL.BIN,0x002048,correo,13,Exit Mail Box,,
100112,OVL/ZMAIL.BIN,0x002058,correo,17,%d new message(s),,
100113,OVL/ZMAIL.BIN,0x00206C,correo,15,No new messages,,
100114,OVL/ZMAIL.BIN,0x00207C,correo,11,No messages,,
100115,OVL/ZMAIL.BIN,0x002088,correo,5,Share,,
100116,OVL/ZMAIL.BIN,0x002090,correo,22,Select message to open,,
100117,OVL/ZMAIL.BIN,0x0020A8,correo,22,There is an attachment,,
100118,OVL/ZMAIL.BIN,0x0020C3,correo,13, to download),,
100119,OVL/ZMAIL.BIN,0x0020D4,correo,22,There is an attachment,,
100120,OVL/ZMAIL.BIN,0x0020EB,correo,12,(Downloaded),,
100121,OVL/ZMAIL.BIN,0x0020F8,correo,13,Attached file,,
100122,OVL/ZMAIL.BIN,0x002108,correo,22,Enter address manually,,
100123,OVL/ZMAIL.BIN,0x002120,correo,11,Cannot send,,
100124,OVL/ZMAIL.BIN,0x00212C,correo,22,Select message to send,,
100125,OVL/ZMAIL.BIN,0x002144,correo,27,Attach file to this message,,
100126,OVL/ZMAIL.BIN,0x002160,correo,16,Attach text file,,
100127,OVL/ZMAIL.BIN,0x002174,correo,19,Attach picture file,,
100128,OVL/ZMAIL.BIN,0x002188,correo,12,Don't attach,,
100129,OVL/ZMAIL.BIN,0x002198,correo,13,Send message?,,
100130,OVL/ZMAIL.BIN,0x0021A8,correo,9,Anonymous,,
100131,OVL/ZMAIL.BIN,0x0021B4,correo,7,Sending,,
100132,OVL/ZMAIL.BIN,0x0021BC,correo,9,Complete!,,
100133,OVL/ZMAIL.BIN,0x0021C8,correo,20,Send with downloaded,,
100134,OVL/ZMAIL.BIN,0x0021DD,correo,9,text file,,
100135,OVL/ZMAIL.BIN,0x0021E8,correo,20,Send with downloaded,,
100136,OVL/ZMAIL.BIN,0x0021FD,correo,12,picture file,,
100137,OVL/ZMAIL.BIN,0x00220C,correo,23,Send without attachment,,
100138,OVL/ZMAIL.BIN,0x002224,correo,24,Text file not downloaded,,
100139,OVL/ZMAIL.BIN,0x002240,correo,27,Picture file not downloaded,,
100140,OVL/ZMAIL.BIN,0x00225C,correo,4,Send,,
100141,OVL/ZMAIL.BIN,0x002264,correo,10,Don't send,,
100142,OVL/ZMAIL.BIN,0x002290,correo,8,Mail Box,,
100143,OVL/ZMAIL.BIN,0x00229C,correo,9,Send Mail,,
100144,OVL/ZMAIL.BIN,0x0022A8,correo,4,Exit,,
100145,OVL/ZMAIL.BIN,0x0022C8,correo,12,MAIL COMMAND,,
100146,OVL/ZMAIL.BIN,0x0022D8,correo,8,MAIL BOX,,
100147,OVL/ZMAIL.BIN,0x0022E4,correo,9,MAIL LIST,,
100148,OVL/ZMAIL.BIN,0x00230C,correo,12,ADDRESS LIST,,
100149,OVL/ZMAIL.BIN,0x00231C,correo,17,- Input Address -,,
100150,OVL/ZMAIL.BIN,0x002398,correo,7,COMMAND,,
100151,OVL/ZMAIL.BIN,0x0023A0,correo,6,SENDER,,
100152,OVL/ZMAIL.BIN,0x0023B4,correo,4,NAME,,
100153,OVL/ZMAIL.BIN,0x0023C8,correo,11,INFORMATION,,
100154,OVL/ZMAIL.BIN,0x0023D4,correo,9,SEND LIST,,
100155,OVL/ZMAIL.BIN,0x0023E0,correo,7,ADDRESS,,
100156,OVL/ZMAIL.BIN,0x0023E8,correo,5,TITLE,,
100157,OVL/ZMAIL.BIN,0x0023F0,correo,11,ATTACH FILE,,
100158,OVL/ZMAIL.BIN,0x0023FC,correo,11,SEND A MAIL,,
100159,OVL/ZMAIL.BIN,0x002408,correo,15,Now Sending ...,,
100160,OVL/ZRES.BIN,0x000020,resultados,4,zres,,
100161,OVL/ZRES.BIN,0x000086,resultados,7,½'¨ÿ½'L,,
100162,OVL/ZRES.BIN,0x0000F8,resultados,4,àíP$,,
100163,OVL/ZRES.BIN,0x00013D,resultados,4,îD$ø,,
100164,OVL/ZRES.BIN,0x00016B,resultados,5,<hïC$,,
100165,OVL/ZRES.BIN,0x0001F7,resultados,6,$ÿÿb&@,,
100166,OVL/ZRES.BIN,0x000203,resultados,6,<XîB$!,,
100167,OVL/ZRES.BIN,0x00021F,resultados,5,<`îB$,,
100168,OVL/ZRES.BIN,0x00023B,resultados,10,<ÿÿd&hîc$!,,
100169,OVL/ZRES.BIN,0x0002AF,resultados,6,<8îc$!,,
100170,OVL/ZRES.BIN,0x0002F3,resultados,6,<lîB$!,,
100171,OVL/ZRES.BIN,0x00033B,resultados,9,<ÄÿC&gfB4,,
100172,OVL/ZRES.BIN,0x000370,resultados,5,´îB$!,,
100173,OVL/ZRES.BIN,0x000387,resultados,6,<´îB$!,,
100174,OVL/ZRES.BIN,0x0003BC,resultados,5,ÄîB$!,,
100175,OVL/ZRES.BIN,0x0003FB,resultados,6,<ÄîB$!,,
100176,OVL/ZRES.BIN,0x000433,resultados,6,<8îB$!,,
100177,OVL/ZRES.BIN,0x000493,resultados,5,<HHB4,,
100178,OVL/ZRES.BIN,0x000554,resultados,4,ÌîQ$,,
100179,OVL/ZRES.BIN,0x00057F,resultados,5,<``B4,,
100180,OVL/ZRES.BIN,0x00058B,resultados,5,<00B4,,
100181,OVL/ZRES.BIN,0x0005EE,resultados,4,¿¯ÍH,,
100182,OVL/ZRES.BIN,0x00063B,resultados,5,<ðîF$,,
100183,OVL/ZRES.BIN,0x000650,resultados,5,üîB$!,,
100184,OVL/ZRES.BIN,0x000696,resultados,6,Â¬0ïE$,,
100185,OVL/ZRES.BIN,0x0006EC,resultados,5,äîQ$@,,
100186,OVL/ZRES.BIN,0x000729,resultados,4,ìP$#,,
100187,OVL/ZRES.BIN,0x000B1D,resultados,9,ï0¬@ÐD$Ýª,,
100188,OVL/ZRES.BIN,0x000B7C,resultados,4,HíD$,,
100189,OVL/ZRES.BIN,0x000BA0,resultados,4,XíD$,,
100190,OVL/ZRES.BIN,0x000C50,resultados,6,ÿÿf0ì7,,
100191,OVL/ZRES.BIN,0x000C77,resultados,5,<HïC$,,
100192,OVL/ZRES.BIN,0x000CB4,resultados,5,ÿÿB$n,,
100193,OVL/ZRES.BIN,0x000E64,resultados,4,híD$,,
100194,OVL/ZRES.BIN,0x000E7C,resultados,4,´ìE$,,
100195,OVL/ZRES.BIN,0x000EF8,resultados,5,ÿÿB$@,,
100196,OVL/ZRES.BIN,0x000F0E,resultados,5,p$! @,,
100197,OVL/ZRES.BIN,0x000F74,resultados,5,ÿÿB$o,,
100198,OVL/ZRES.BIN,0x0010FE,resultados,7,½'°ÿ½'L,,
100199,OVL/ZRES.BIN,0x00121B,resultados,6,<xíB$ ,,
100200,OVL/ZRES.BIN,0x001240,resultados,5,ÌÖE$ ,,
100201,OVL/ZRES.BIN,0x00135D,resultados,4,íB$ ,,
100202,OVL/ZRES.BIN,0x00137C,resultados,4,ÌÖE$,,
100203,OVL/ZRES.BIN,0x0017CB,resultados,7,<(ØD$Ýª,,
100204,OVL/ZRES.BIN,0x0018EC,resultados,5,ÀíB$!,,
100205,OVL/ZRES.BIN,0x001AF0,resultados,5,ÿÿb$*,,
100206,OVL/ZRES.BIN,0x001B50,resultados,4,RANK,,
100207,OVL/ZRES.BIN,0x001B58,resultados,18,Enemies Eliminated,,
100208,OVL/ZRES.BIN,0x001B6C,resultados,18,Total # of Attacks,,
100209,OVL/ZRES.BIN,0x001B80,resultados,14,Average Damage,,
100210,OVL/ZRES.BIN,0x001B90,resultados,20,Average Weapon Level,,
100211,OVL/ZRES.BIN,0x001BA8,resultados,11,STAGE CLEAR,,
100212,OVL/ZRES.BIN,0x001BB4,resultados,9,YOUR RANK,,
100213,OVL/ZRES.BIN,0x001BC0,resultados,7, BRONZE,,
100214,OVL/ZRES.BIN,0x001BC8,resultados,7, SILVER,,
100215,OVL/ZRES.BIN,0x001BD4,resultados,4,GOLD,,
100216,OVL/ZRES.BIN,0x001BDC,resultados,8,PLATINUM,,
100217,OVL/ZRES.BIN,0x001BE8,resultados,11,PRIZE MONEY,,
100218,OVL/ZRES.BIN,0x001BF4,resultados,10,Stock List,,
100219,OVL/ZRES.BIN,0x001C00,resultados,8,Acquired,,
100220,OVL/ZRES.BIN,0x001C0C,resultados,12,Unregistered,,
100221,OVL/ZRES.BIN,0x001C1C,resultados,22,Select wanzer to Stock,,
100222,OVL/ZRES.BIN,0x001C34,resultados,21,Select place to Stock,,
100223,OVL/ZRES.BIN,0x001C4C,resultados,34,Sell weapons that can't be Stocked,,
100224,OVL/ZRES.BIN,0x001C70,resultados,23,Back to Stock selection,,
100225,OVL/ZRES.BIN,0x001C88,resultados,31,Sell remaining wanzers and exit,,
100226,OVL/ZRES.BIN,0x001CA8,resultados,11,Sale price:,,
100227,OVL/ZRES.BIN,0x001CB4,resultados,20,Name acquired wanzer,,
100228,OVL/ZRES.BIN,0x001CCF,resultados,14, Check status ,,
100229,OVL/ZRES.BIN,0x001CE0,resultados,5, Exit,,
100230,OVL/ZRES.BIN,0x001CE8,resultados,21,Sell equipped weapon?,,
100231,OVL/ZRES.BIN,0x001D00,resultados,20,Sell equipped weapon,,
100232,OVL/ZRES.BIN,0x001D18,resultados,4,Quit,,
100233,OVL/ZRES.BIN,0x001D20,resultados,23,Sell remaining wanzers?,,
100234,OVL/ZRES.BIN,0x001D38,resultados,4,Sell,,
100235,OVL/ZRES.BIN,0x001D40,resultados,4,Quit,,
100236,OVL/ZTIT.BIN,0x000020,menu,4,ztit,,
100237,OVL/ZTIT.BIN,0x000060,menu,4,èÙD$,,
100238,OVL/ZTIT.BIN,0x0000C4,menu,4,ÿÿB$,,
100239,OVL/ZTIT.BIN,0x000135,menu,4,ô ¤x,,
100240,OVL/ZTIT.BIN,0x0001D8,menu,4,ÿÿB$,,
100241,OVL/ZTIT.BIN,0x000268,menu,4,ÿÿB$,,
100242,OVL/ZTIT.BIN,0x000320,menu,4,ÿÿB$,,
100243,OVL/ZTIT.BIN,0x000376,menu,4,Q¬lò,,
100244,OVL/ZTIT.BIN,0x00041C,menu,5,äñq$ì,,
100245,OVL/ZTIT.BIN,0x0004B2,menu,5,A*ßÿ ,,
100246,OVL/ZTIT.BIN,0x0005BC,menu,4,èÙD$,,
100247,OVL/ZTIT.BIN,0x0006F2,menu,4,E$|§,,
100248,OVL/ZTIT.BIN,0x00076C,menu,4,ÿÿB$,,
100249,OVL/ZTIT.BIN,0x000793,menu,5,<Dòd$,,
100250,OVL/ZTIT.BIN,0x0007D7,menu,5,<tôd$,,
100251,OVL/ZTIT.BIN,0x0008D8,menu,5,üÿB$ö,,
100252,OVL/ZTIT.BIN,0x000973,menu,7,<ÄòC$@!,,
100253,OVL/ZTIT.BIN,0x0009A6,menu,5,B¦! @,,
100254,OVL/ZTIT.BIN,0x0009BA,menu,4,D&!(,,
100255,OVL/ZTIT.BIN,0x000A0F,menu,7,<ÜñD$!(,,
100256,OVL/ZTIT.BIN,0x000AF7,menu,5,<ÄóD$,,
100257,OVL/ZTIT.BIN,0x000B02,menu,4,E4v7,,
100258,OVL/ZTIT.BIN,0x000B56,menu,4,T¬\ò,,
100259,OVL/ZTIT.BIN,0x000BC6,menu,4,T¬\ò,,
100260,OVL/ZTIT.BIN,0x000CAE,menu,4,R¬<ò,,
100261,OVL/ZTIT.BIN,0x000D0E,menu,4,B&CÈ,,
100262,OVL/ZTIT.BIN,0x000E32,menu,4,S¬\ò,,
100263,OVL/ZTIT.BIN,0x000F1C,menu,6,@ÐD$ÿª,,
100264,OVL/ZTIT.BIN,0x000F56,menu,5,a(úÿ ,,
100265,OVL/ZTIT.BIN,0x000F83,menu,7,<ÈðD$!(,,
100266,OVL/ZTIT.BIN,0x000FAF,menu,5,$ÐðE$,,
100267,OVL/ZTIT.BIN,0x00100B,menu,5,$°ðE$,,
100268,OVL/ZTIT.BIN,0x001054,menu,4,tÐD$,,
100269,OVL/ZTIT.BIN,0x00111C,menu,4,ÐÓD$,,
100270,OVL/ZTIT.BIN,0x001140,menu,4,ôÒD$,,
100271,OVL/ZTIT.BIN,0x001184,menu,8,ÿÿf0ÿÿB$,,
100272,OVL/ZTIT.BIN,0x0011AF,menu,5,<\ôC$,,
100273,OVL/ZTIT.BIN,0x001227,menu,6,$ÿÿB$>,,
100274,OVL/ZTIT.BIN,0x001274,menu,4,ÐÞD$,,
100275,OVL/ZTIT.BIN,0x00127E,menu,4,D$Ýª,,
100276,OVL/ZTIT.BIN,0x0012A0,menu,4,ÜÔD$,,
100277,OVL/ZTIT.BIN,0x0012A7,menu,7,<¨YD$Ýª,,
100278,OVL/ZTIT.BIN,0x0012CC,menu,4,ÜÔD$,,
100279,OVL/ZTIT.BIN,0x0012D3,menu,7,< ZD$Ýª,,
100280,OVL/ZTIT.BIN,0x0012F8,menu,4,ÜÔD$,,
100281,OVL/ZTIT.BIN,0x0012FF,menu,7,<|îD$Ýª,,
100282,OVL/ZTIT.BIN,0x00137F,menu,8,<pñB$! C,,
100283,OVL/ZTIT.BIN,0x001420,menu,5,ÿÿB$ü,,
100284,OVL/ZTIT.BIN,0x001444,menu,5,"ÿÿB$,",,
100285,OVL/ZTIT.BIN,0x001690,menu,4,ÿÿB$,,
100286,OVL/ZTIT.BIN,0x0017A0,menu,4,0×D$,,
100287,OVL/ZTIT.BIN,0x001838,menu,4,ÔÕD$,,
100288,OVL/ZTIT.BIN,0x0018F3,menu,6,<ÈñB$!,,
100289,OVL/ZTIT.BIN,0x00199A,menu,8,±¯ÿÿR0Ø¥,,
100290,OVL/ZTIT.BIN,0x0019AC,menu,5,ÿÿB0!,,
100291,OVL/ZTIT.BIN,0x0019C0,menu,4,ÿÿs0,,
100292,OVL/ZTIT.BIN,0x001B4C,menu,6,ÔíD$ÿª,,
100293,OVL/ZTIT.BIN,0x001BA9,menu,5,ôE$!0,,
100294,OVL/ZTIT.BIN,0x001BD6,menu,5,E$! @,,
100295,OVL/ZTIT.BIN,0x001CE6,menu,5,a)ïÿ ,,
100296,OVL/ZTIT.BIN,0x001D56,menu,4,¯%!p,,
100297,OVL/ZTIT.BIN,0x001D93,menu,4,§!hà,,
100298,OVL/ZTIT.BIN,0x001DC2,menu,5,a)Ôÿ ,,
100299,OVL/ZTIT.BIN,0x001EAA,menu,6,°¯ÿÿW0,,
100300,OVL/ZTIT.BIN,0x001F03,menu,6,"<tëB$,",,
100301,OVL/ZTIT.BIN,0x001F23,menu,4,<Xô%,,
100302,OVL/ZTIT.BIN,0x001F47,menu,6,$UUI4`,,
100303,OVL/ZTIT.BIN,0x002059,menu,4,éD$8,,
100304,OVL/ZTIT.BIN,0x002092,menu,4,°¯M±,,
100305,OVL/ZTIT.BIN,0x0023DC,menu,5,Sound,,
100306,OVL/ZTIT.BIN,0x0023E4,menu,4,Mono,,
100307,OVL/ZTIT.BIN,0x0023EC,menu,6,Stereo,,
100308,OVL/ZTIT.BIN,0x0023F4,menu,9,Vibration,,
100309,OVL/ZTIT.BIN,0x002450,menu,6,Config,,
100310,OVL/NEND.BIN,0x000020,creditos,4,nend,,
100311,OVL/NEND.BIN,0x00021B,creditos,6,<¤ÞB$!,,
100312,OVL/NEND.BIN,0x000233,creditos,5,<¤ÞB$,,
100313,OVL/NEND.BIN,0x0003C1,creditos,4,¯c$!,,
100314,OVL/NEND.BIN,0x0005D8,creditos,4,ðÿA(,,
100315,OVL/NEND.BIN,0x0005EC,creditos,5,þÿB0&,,
100316,OVL/NEND.BIN,0x000634,creditos,5,ÿÿB$*,,
100317,OVL/NEND.BIN,0x0006CB,creditos,5,<|ÞC$,,
100318,OVL/NEND.BIN,0x00073B,creditos,6,<¨¯B$!,,
100319,OVL/NEND.BIN,0x000755,creditos,4,¯B$!,,
100320,OVL/NEND.BIN,0x000767,creditos,6,< ¯B$!,,
100321,OVL/NEND.BIN,0x000777,creditos,6,<¤¯B$!,,
100322,OVL/NEND.BIN,0x0007A8,creditos,4,þÿB$,,
100323,OVL/NEND.BIN,0x0007DF,creditos,5,¦ÿÿB0,,
100324,OVL/NEND.BIN,0x000850,creditos,4,ÿÿB0,,
100325,OVL/NEND.BIN,0x00097F,creditos,6,<¤¯B$!,,
100326,OVL/NEND.BIN,0x00099B,creditos,6,<¨¯B$!,,
100327,OVL/NEND.BIN,0x000ACE,creditos,4,E$!0,,
100328,OVL/NEND.BIN,0x000AEE,creditos,4,E$!0,,
100329,OVL/NEND.BIN,0x000B26,creditos,5,a(úÿ ,,
100330,OVL/NEND.BIN,0x000B67,creditos,4,<BÞ%,,
100331,OVL/NEND.BIN,0x000B73,creditos,4,<DÞ#,,
100332,OVL/NEND.BIN,0x000C2C,creditos,8,ÿÿ$2ÿÿE2,,
100333,OVL/NEND.BIN,0x000D1A,creditos,4,¨¯½d,,
100334,OVL/NEND.BIN,0x000D88,creditos,5,äÓB$!,,
100335,OVL/NEND.BIN,0x000DEB,creditos,7,&üÿB%!H,,
100336,OVL/NEND.BIN,0x000E0D,creditos,4,¯c$!,,
100337,OVL/NEND.BIN,0x000E49,creditos,4,¯c$!,,
100338,OVL/NEND.BIN,0x000E62,creditos,4,B$CÈ,,
100339,OVL/NEND.BIN,0x000F05,creditos,4,¯c$!,,
100340,OVL/NEND.BIN,0x000F13,creditos,4,%!PB,,
100341,OVL/NEND.BIN,0x000F30,creditos,5,öÿb&#,,
100342,OVL/NEND.BIN,0x000FA1,creditos,4,¯c$!,,
100343,OVL/NEND.BIN,0x001041,creditos,4,¯c$!,,
100344,OVL/NEND.BIN,0x00104F,creditos,4,%!PB,,
100345,OVL/NEND.BIN,0x00107E,creditos,4,B$CÈ,,
100346,OVL/NEND.BIN,0x0010E1,creditos,4,¯c$!,,
100347,OVL/NEND.BIN,0x0010EE,creditos,5,"J%!H""",,
100348,OVL/NEND.BIN,0x001179,creditos,4,¯c$!,,
100349,OVL/NEND.BIN,0x00145A,creditos,5,g !0à,,
100350,OVL/NEND.BIN,0x0014B6,creditos,4,G$@0,,
100351,OVL/NEND.BIN,0x0014CA,creditos,5,f¤!8À,,
100352,OVL/NEND.BIN,0x001522,creditos,4,G$@0,,
100353,OVL/NEND.BIN,0x001536,creditos,5,f¤!8À,,
100354,OVL/NEND.BIN,0x00159E,creditos,5,A(©ÿ ,,
100355,OVL/NEND.BIN,0x00161A,creditos,7,¥$þÿB0*,,
100356,OVL/NEND.BIN,0x0016DE,creditos,5,A*èÿ ,,
100357,OVL/NEND.BIN,0x00170A,creditos,4,°¯vd,,
100358,OVL/NEND.BIN,0x0017B8,creditos,4,À¨D$,,
100359,OVL/NEND.BIN,0x00182F,creditos,7,< Þ0¬Öf,,
100360,OVL/NEND.BIN,0x001860,creditos,4,Ì§D$,,
100361,OVL/NEND.BIN,0x001972,creditos,5,b¬ Þ#,,
100362,OVL/NEND.BIN,0x0019F8,creditos,4,pªD$,,
100363,OVL/NEND.BIN,0x001A04,creditos,5,ÿÿB$p,,
100364,OVL/NEND.BIN,0x001A18,creditos,4,ÿÿC0,,
100365,OVL/NEND.BIN,0x001A4C,creditos,4,pªD$,,
100366,OVL/NEND.BIN,0x001AC0,creditos,5,HÞG$ ,,
100367,OVL/NEND.BIN,0x001AF0,creditos,5,PÞG$0,,
100368,OVL/NEND.BIN,0x001B1C,creditos,5,\ÞG$`,,
